DateTime,Open,High,Low,Close,Volume
2026-04-08T19:17:00.000+0300,257.21,257.25,257.12,257.15,19327
2026-04-08T19:18:00.000+0300,257.13,257.29,257.1,257.26,35229
2026-04-08T19:19:00.000+0300,257.26,257.33,257.11,257.17,46755
2026-04-08T19:20:00.000+0300,257.15,257.33,257.15,257.26,35221
2026-04-08T19:21:00.000+0300,257.26,257.42,257.23,257.35,27130
2026-04-08T19:22:00.000+0300,257.35,257.46,257.23,257.44,24456
2026-04-08T19:23:00.000+0300,257.44,257.48,257.32,257.45,15162
2026-04-08T19:24:00.000+0300,257.49,257.52,257.44,257.47,23815
2026-04-08T19:25:00.000+0300,257.48,257.52,257.34,257.36,21973
2026-04-08T19:26:00.000+0300,257.37,257.56,257.36,257.51,28142
2026-04-08T19:27:00.000+0300,257.51,257.53,257.43,257.48,16168
2026-04-08T19:28:00.000+0300,257.5,257.52,257.39,257.43,19730
2026-04-08T19:29:00.000+0300,257.44,257.46,257.34,257.43,20244
2026-04-08T19:30:00.000+0300,257.43,257.58,257.42,257.48,31110
2026-04-08T19:31:00.000+0300,257.49,257.61,257.49,257.56,21845
2026-04-08T19:32:00.000+0300,257.57,257.8,257.57,257.75,35915
2026-04-08T19:33:00.000+0300,257.76,257.81,257.73,257.8,25348
2026-04-08T19:34:00.000+0300,257.81,257.9,257.78,257.9,22101
2026-04-08T19:35:00.000+0300,257.89,258.02,257.88,257.97,38963
2026-04-08T19:36:00.000+0300,257.96,257.97,257.88,257.93,9697
2026-04-08T19:37:00.000+0300,257.94,258.0,257.77,257.83,51886
2026-04-08T19:38:00.000+0300,257.82,257.9,257.73,257.78,35876
2026-04-08T19:39:00.000+0300,257.81,257.94,257.78,257.86,44477
2026-04-08T19:40:00.000+0300,257.84,257.98,257.79,257.98,39752
2026-04-08T19:41:00.000+0300,257.97,258.02,257.95,258.0,37009
2026-04-08T19:42:00.000+0300,258.0,258.18,258.0,258.08,79448
2026-04-08T19:43:00.000+0300,258.08,258.13,258.02,258.06,21553
2026-04-08T19:44:00.000+0300,258.08,258.34,258.07,258.32,38063
2026-04-08T19:45:00.000+0300,258.3,258.45,258.26,258.31,28745
2026-04-08T19:46:00.000+0300,258.31,258.35,258.22,258.23,21851
2026-04-08T19:47:00.000+0300,258.23,258.33,258.21,258.31,19642
2026-04-08T19:48:00.000+0300,258.32,258.42,258.31,258.33,19973
2026-04-08T19:49:00.000+0300,258.32,258.34,258.23,258.31,17650
2026-04-08T19:50:00.000+0300,258.31,258.34,258.22,258.3,18490
2026-04-08T19:51:00.000+0300,258.32,258.47,258.3,258.47,17802
2026-04-08T19:52:00.000+0300,258.47,258.47,258.36,258.38,17184
2026-04-08T19:53:00.000+0300,258.37,258.56,258.37,258.53,68996
2026-04-08T19:54:00.000+0300,258.53,258.53,258.42,258.49,16237
2026-04-08T19:55:00.000+0300,258.5,258.55,258.39,258.43,19788
2026-04-08T19:56:00.000+0300,258.44,258.61,258.44,258.61,26301
2026-04-08T19:57:00.000+0300,258.61,258.69,258.58,258.59,20886
2026-04-08T19:58:00.000+0300,258.59,258.63,258.42,258.42,26454
2026-04-08T19:59:00.000+0300,258.44,258.44,258.35,258.42,28376
2026-04-08T20:00:00.000+0300,258.41,258.5,258.39,258.48,19680
2026-04-08T20:01:00.000+0300,258.49,258.62,258.48,258.6,22240
2026-04-08T20:02:00.000+0300,258.59,258.6,258.48,258.55,23714
2026-04-08T20:03:00.000+0300,258.54,258.63,258.45,258.45,31930
2026-04-08T20:04:00.000+0300,258.45,258.45,258.35,258.42,29264
